tempo_restante_execucao,tempo_decorrido,tempo_restante_deadline,total_preempcoes,prioridade_base,tipo_processo,deadline_perdido
7.0,143.41000000000003,2.589999999999975,0.0,25.0,20.0,1
12.0,143.41000000000003,35.589999999999975,0.0,20.0,20.0,0
7.0,147.42000000000002,-1.420000000000016,0.0,25.0,20.0,1
12.0,147.42000000000002,31.579999999999984,0.0,20.0,20.0,0
6.0,147.42000000000002,-58.420000000000016,1.0,30.0,20.0,1
12.0,151.43,27.569999999999993,0.0,20.0,20.0,0
6.0,151.43,-62.43000000000001,1.0,30.0,20.0,1
3.0,151.43,-5.430000000000007,1.0,25.0,20.0,1
6.0,155.44,-66.44,1.0,30.0,20.0,1
3.0,155.44,-9.439999999999998,1.0,25.0,20.0,1
8.0,155.44,23.560000000000002,1.0,20.0,20.0,0
3.0,159.45,-13.449999999999989,1.0,25.0,20.0,1
8.0,159.45,19.55000000000001,1.0,20.0,20.0,0
2.0,159.45,-70.44999999999999,2.0,30.0,20.0,1
8.0,162.45999999999998,16.54000000000002,1.0,20.0,20.0,0
2.0,162.45999999999998,-73.45999999999998,2.0,30.0,20.0,1
2.0,166.46999999999997,-77.46999999999997,2.0,30.0,20.0,1
4.0,166.46999999999997,12.53000000000003,2.0,20.0,20.0,0
4.0,168.47999999999996,10.520000000000039,2.0,20.0,20.0,0
5.0,0.0,8.0,0.0,95.0,100.0,1
5.0,0.0,11.0,0.0,98.0,100.0,1
8.0,0.0,10.0,0.0,90.0,100.0,1
13.0,0.0,21.0,0.0,85.0,80.0,1
7.0,0.0,19.0,0.0,80.0,80.0,1
15.0,0.0,27.0,0.0,75.0,80.0,1
11.0,0.0,21.0,0.0,70.0,60.0,1
20.0,0.0,35.0,0.0,65.0,60.0,1
24.0,0.0,44.0,0.0,60.0,60.0,1
10.0,0.0,49.0,0.0,50.0,40.0,1
7.0,0.0,51.0,0.0,45.0,40.0,1
15.0,0.0,63.0,0.0,40.0,40.0,1
11.0,0.0,94.0,0.0,30.0,20.0,1
7.0,0.0,117.0,0.0,25.0,20.0,1
14.0,0.0,148.0,0.0,20.0,20.0,1
5.0,4.01,6.99,0.0,98.0,100.0,1
8.0,4.01,5.99,0.0,90.0,100.0,1
1.0,4.01,3.99,1.0,95.0,100.0,1
13.0,4.01,16.990000000000002,0.0,85.0,80.0,1
7.0,4.01,14.99,0.0,80.0,80.0,1
15.0,4.01,22.990000000000002,0.0,75.0,80.0,1
11.0,4.01,16.990000000000002,0.0,70.0,60.0,1
20.0,4.01,30.990000000000002,0.0,65.0,60.0,1
24.0,4.01,39.99,0.0,60.0,60.0,1
10.0,4.01,44.99,0.0,50.0,40.0,1
7.0,4.01,46.99,0.0,45.0,40.0,1
15.0,4.01,58.99,0.0,40.0,40.0,1
11.0,4.01,89.99,0.0,30.0,20.0,1
7.0,4.01,112.99,0.0,25.0,20.0,1
14.0,4.01,143.99,0.0,20.0,20.0,1
8.0,8.02,1.9800000000000004,0.0,90.0,100.0,1
1.0,8.02,-0.019999999999999574,1.0,95.0,100.0,1
1.0,8.02,2.9800000000000004,1.0,98.0,100.0,1
13.0,8.02,12.98,0.0,85.0,80.0,1
7.0,8.02,10.98,0.0,80.0,80.0,1
15.0,8.02,18.98,0.0,75.0,80.0,1
11.0,8.02,12.98,0.0,70.0,60.0,1
20.0,8.02,26.98,0.0,65.0,60.0,1
24.0,8.02,35.980000000000004,0.0,60.0,60.0,1
10.0,8.02,40.980000000000004,0.0,50.0,40.0,1
7.0,8.02,42.980000000000004,0.0,45.0,40.0,1
15.0,8.02,54.980000000000004,0.0,40.0,40.0,1
11.0,8.02,85.98,0.0,30.0,20.0,1
7.0,8.02,108.98,0.0,25.0,20.0,1
14.0,8.02,139.98,0.0,20.0,20.0,1
1.0,12.03,-4.029999999999999,1.0,95.0,100.0,1
1.0,12.03,-1.0299999999999994,1.0,98.0,100.0,1
4.0,12.03,-2.0299999999999994,1.0,90.0,100.0,1
13.0,12.03,8.97,0.0,85.0,80.0,1
7.0,12.03,6.970000000000001,0.0,80.0,80.0,1
15.0,12.03,14.97,0.0,75.0,80.0,1
11.0,12.03,8.97,0.0,70.0,60.0,1
20.0,12.03,22.97,0.0,65.0,60.0,1
24.0,12.03,31.97,0.0,60.0,60.0,1
10.0,12.03,36.97,0.0,50.0,40.0,1
7.0,12.03,38.97,0.0,45.0,40.0,1
15.0,12.03,50.97,0.0,40.0,40.0,1
11.0,12.03,81.97,0.0,30.0,20.0,1
7.0,12.03,104.97,0.0,25.0,20.0,1
14.0,12.03,135.97,0.0,20.0,20.0,1
1.0,13.04,-2.039999999999999,1.0,98.0,100.0,1
4.0,13.04,-3.039999999999999,1.0,90.0,100.0,1
13.0,13.04,7.960000000000001,0.0,85.0,80.0,1
7.0,13.04,5.960000000000001,0.0,80.0,80.0,1
15.0,13.04,13.96,0.0,75.0,80.0,1
11.0,13.04,7.960000000000001,0.0,70.0,60.0,1
20.0,13.04,21.96,0.0,65.0,60.0,1
24.0,13.04,30.96,0.0,60.0,60.0,1
10.0,13.04,35.96,0.0,50.0,40.0,1
7.0,13.04,37.96,0.0,45.0,40.0,1
15.0,13.04,49.96,0.0,40.0,40.0,1
11.0,13.04,80.96000000000001,0.0,30.0,20.0,1
7.0,13.04,103.96000000000001,0.0,25.0,20.0,1
14.0,13.04,134.96,0.0,20.0,20.0,1
4.0,14.049999999999999,-4.049999999999999,1.0,90.0,100.0,1
13.0,14.049999999999999,6.950000000000001,0.0,85.0,80.0,1
7.0,14.049999999999999,4.950000000000001,0.0,80.0,80.0,1
15.0,14.049999999999999,12.950000000000001,0.0,75.0,80.0,1
11.0,14.049999999999999,6.950000000000001,0.0,70.0,60.0,1
20.0,14.049999999999999,20.950000000000003,0.0,65.0,60.0,1
24.0,14.049999999999999,29.950000000000003,0.0,60.0,60.0,1
10.0,14.049999999999999,34.95,0.0,50.0,40.0,1
7.0,14.049999999999999,36.95,0.0,45.0,40.0,1
15.0,14.049999999999999,48.95,0.0,40.0,40.0,1
11.0,14.049999999999999,79.95,0.0,30.0,20.0,1
7.0,14.049999999999999,102.95,0.0,25.0,20.0,1
14.0,14.049999999999999,133.95,0.0,20.0,20.0,1
13.0,18.06,2.9400000000000013,0.0,85.0,80.0,1
7.0,18.06,0.9400000000000013,0.0,80.0,80.0,1
15.0,18.06,8.940000000000001,0.0,75.0,80.0,1
11.0,18.06,2.9400000000000013,0.0,70.0,60.0,1
20.0,18.06,16.94,0.0,65.0,60.0,1
24.0,18.06,25.94,0.0,60.0,60.0,1
10.0,18.06,30.94,0.0,50.0,40.0,1
7.0,18.06,32.94,0.0,45.0,40.0,1
15.0,18.06,44.94,0.0,40.0,40.0,1
11.0,18.06,75.94,0.0,30.0,20.0,1
7.0,18.06,98.94,0.0,25.0,20.0,1
14.0,18.06,129.94,0.0,20.0,20.0,1
7.0,22.07,-3.0700000000000003,0.0,80.0,80.0,1
15.0,22.07,4.93,0.0,75.0,80.0,1
9.0,22.07,-1.0700000000000003,1.0,85.0,80.0,1
11.0,22.07,-1.0700000000000003,0.0,70.0,60.0,1
20.0,22.07,12.93,0.0,65.0,60.0,1
24.0,22.07,21.93,0.0,60.0,60.0,1
10.0,22.07,26.93,0.0,50.0,40.0,1
7.0,22.07,28.93,0.0,45.0,40.0,1
15.0,22.07,40.93,0.0,40.0,40.0,1
11.0,22.07,71.93,0.0,30.0,20.0,1
7.0,22.07,94.93,0.0,25.0,20.0,1
14.0,22.07,125.93,0.0,20.0,20.0,1
15.0,26.080000000000002,0.9199999999999982,0.0,75.0,80.0,1
9.0,26.080000000000002,-5.080000000000002,1.0,85.0,80.0,1
3.0,26.080000000000002,-7.080000000000002,1.0,80.0,80.0,1
11.0,26.080000000000002,-5.080000000000002,0.0,70.0,60.0,1
20.0,26.080000000000002,8.919999999999998,0.0,65.0,60.0,1
24.0,26.080000000000002,17.919999999999998,0.0,60.0,60.0,1
10.0,26.080000000000002,22.919999999999998,0.0,50.0,40.0,1
7.0,26.080000000000002,24.919999999999998,0.0,45.0,40.0,1
15.0,26.080000000000002,36.92,0.0,40.0,40.0,1
11.0,26.080000000000002,67.92,0.0,30.0,20.0,1
7.0,26.080000000000002,90.92,0.0,25.0,20.0,1
14.0,26.080000000000002,121.92,0.0,20.0,20.0,1
9.0,30.090000000000003,-9.090000000000003,1.0,85.0,80.0,1
3.0,30.090000000000003,-11.090000000000003,1.0,80.0,80.0,1
11.0,30.090000000000003,-3.0900000000000034,1.0,75.0,80.0,1
11.0,30.090000000000003,-9.090000000000003,0.0,70.0,60.0,1
20.0,30.090000000000003,4.909999999999997,0.0,65.0,60.0,1
24.0,30.090000000000003,13.909999999999997,0.0,60.0,60.0,1
10.0,30.090000000000003,18.909999999999997,0.0,50.0,40.0,1
7.0,30.090000000000003,20.909999999999997,0.0,45.0,40.0,1
15.0,30.090000000000003,32.91,0.0,40.0,40.0,1
11.0,30.090000000000003,63.91,0.0,30.0,20.0,1
7.0,30.090000000000003,86.91,0.0,25.0,20.0,1
14.0,30.090000000000003,117.91,0.0,20.0,20.0,1
3.0,34.1,-15.100000000000001,1.0,80.0,80.0,1
11.0,34.1,-7.100000000000001,1.0,75.0,80.0,1
5.0,34.1,-13.100000000000001,2.0,85.0,80.0,1
11.0,34.1,-13.100000000000001,0.0,70.0,60.0,1
20.0,34.1,0.8999999999999986,0.0,65.0,60.0,1
24.0,34.1,9.899999999999999,0.0,60.0,60.0,1
10.0,34.1,14.899999999999999,0.0,50.0,40.0,1
7.0,34.1,16.9,0.0,45.0,40.0,1
15.0,34.1,28.9,0.0,40.0,40.0,1
11.0,34.1,59.9,0.0,30.0,20.0,1
7.0,34.1,82.9,0.0,25.0,20.0,1
14.0,34.1,113.9,0.0,20.0,20.0,1
11.0,37.11,-10.11,1.0,75.0,80.0,1
5.0,37.11,-16.11,2.0,85.0,80.0,1
11.0,37.11,-16.11,0.0,70.0,60.0,1
20.0,37.11,-2.1099999999999994,0.0,65.0,60.0,1
24.0,37.11,6.890000000000001,0.0,60.0,60.0,1
10.0,37.11,11.89,0.0,50.0,40.0,1
7.0,37.11,13.89,0.0,45.0,40.0,1
15.0,37.11,25.89,0.0,40.0,40.0,1
11.0,37.11,56.89,0.0,30.0,20.0,1
7.0,37.11,79.89,0.0,25.0,20.0,1
14.0,37.11,110.89,0.0,20.0,20.0,1
5.0,41.12,-20.119999999999997,2.0,85.0,80.0,1
7.0,41.12,-14.119999999999997,2.0,75.0,80.0,1
11.0,41.12,-20.119999999999997,0.0,70.0,60.0,1
20.0,41.12,-6.119999999999997,0.0,65.0,60.0,1
24.0,41.12,2.8800000000000026,0.0,60.0,60.0,1
10.0,41.12,7.880000000000003,0.0,50.0,40.0,1
7.0,41.12,9.880000000000003,0.0,45.0,40.0,1
15.0,41.12,21.880000000000003,0.0,40.0,40.0,1
11.0,41.12,52.88,0.0,30.0,20.0,1
7.0,41.12,75.88,0.0,25.0,20.0,1
14.0,41.12,106.88,0.0,20.0,20.0,1
7.0,45.129999999999995,-18.129999999999995,2.0,75.0,80.0,1
1.0,45.129999999999995,-24.129999999999995,3.0,85.0,80.0,1
11.0,45.129999999999995,-24.129999999999995,0.0,70.0,60.0,1
20.0,45.129999999999995,-10.129999999999995,0.0,65.0,60.0,1
24.0,45.129999999999995,-1.1299999999999955,0.0,60.0,60.0,1
10.0,45.129999999999995,3.8700000000000045,0.0,50.0,40.0,1
7.0,45.129999999999995,5.8700000000000045,0.0,45.0,40.0,1
15.0,45.129999999999995,17.870000000000005,0.0,40.0,40.0,1
11.0,45.129999999999995,48.870000000000005,0.0,30.0,20.0,1
7.0,45.129999999999995,71.87,0.0,25.0,20.0,1
14.0,45.129999999999995,102.87,0.0,20.0,20.0,1
1.0,49.13999999999999,-28.139999999999993,3.0,85.0,80.0,1
3.0,49.13999999999999,-22.139999999999993,3.0,75.0,80.0,1
11.0,49.13999999999999,-28.139999999999993,0.0,70.0,60.0,1
20.0,49.13999999999999,-14.139999999999993,0.0,65.0,60.0,1
24.0,49.13999999999999,-5.1399999999999935,0.0,60.0,60.0,1
10.0,49.13999999999999,-0.13999999999999346,0.0,50.0,40.0,1
7.0,49.13999999999999,1.8600000000000065,0.0,45.0,40.0,1
15.0,49.13999999999999,13.860000000000007,0.0,40.0,40.0,1
11.0,49.13999999999999,44.86000000000001,0.0,30.0,20.0,1
7.0,49.13999999999999,67.86000000000001,0.0,25.0,20.0,1
14.0,49.13999999999999,98.86000000000001,0.0,20.0,20.0,1
3.0,50.14999999999999,-23.14999999999999,3.0,75.0,80.0,1
11.0,50.14999999999999,-29.14999999999999,0.0,70.0,60.0,1
20.0,50.14999999999999,-15.149999999999991,0.0,65.0,60.0,1
24.0,50.14999999999999,-6.1499999999999915,0.0,60.0,60.0,1
10.0,50.14999999999999,-1.1499999999999915,0.0,50.0,40.0,1
7.0,50.14999999999999,0.8500000000000085,0.0,45.0,40.0,1
15.0,50.14999999999999,12.850000000000009,0.0,40.0,40.0,1
11.0,50.14999999999999,43.85000000000001,0.0,30.0,20.0,1
7.0,50.14999999999999,66.85000000000001,0.0,25.0,20.0,1
14.0,50.14999999999999,97.85000000000001,0.0,20.0,20.0,1
11.0,53.15999999999999,-32.15999999999999,0.0,70.0,60.0,1
20.0,53.15999999999999,-18.15999999999999,0.0,65.0,60.0,1
24.0,53.15999999999999,-9.15999999999999,0.0,60.0,60.0,1
10.0,53.15999999999999,-4.1599999999999895,0.0,50.0,40.0,1
7.0,53.15999999999999,-2.1599999999999895,0.0,45.0,40.0,1
15.0,53.15999999999999,9.84000000000001,0.0,40.0,40.0,1
11.0,53.15999999999999,40.84000000000001,0.0,30.0,20.0,1
7.0,53.15999999999999,63.84000000000001,0.0,25.0,20.0,1
14.0,53.15999999999999,94.84,0.0,20.0,20.0,1
20.0,57.16999999999999,-22.169999999999987,0.0,65.0,60.0,1
24.0,57.16999999999999,-13.169999999999987,0.0,60.0,60.0,1
7.0,57.16999999999999,-36.16999999999999,1.0,70.0,60.0,1
10.0,57.16999999999999,-8.169999999999987,0.0,50.0,40.0,1
7.0,57.16999999999999,-6.1699999999999875,0.0,45.0,40.0,1
15.0,57.16999999999999,5.8300000000000125,0.0,40.0,40.0,1
11.0,57.16999999999999,36.83000000000001,0.0,30.0,20.0,1
7.0,57.16999999999999,59.83000000000001,0.0,25.0,20.0,1
14.0,57.16999999999999,90.83000000000001,0.0,20.0,20.0,1
24.0,61.179999999999986,-17.179999999999986,0.0,60.0,60.0,1
7.0,61.179999999999986,-40.179999999999986,1.0,70.0,60.0,1
16.0,61.179999999999986,-26.179999999999986,1.0,65.0,60.0,1
10.0,61.179999999999986,-12.179999999999986,0.0,50.0,40.0,1
7.0,61.179999999999986,-10.179999999999986,0.0,45.0,40.0,1
15.0,61.179999999999986,1.8200000000000145,0.0,40.0,40.0,1
11.0,61.179999999999986,32.820000000000014,0.0,30.0,20.0,1
7.0,61.179999999999986,55.820000000000014,0.0,25.0,20.0,1
14.0,61.179999999999986,86.82000000000002,0.0,20.0,20.0,1
7.0,65.18999999999998,-44.18999999999998,1.0,70.0,60.0,1
16.0,65.18999999999998,-30.189999999999984,1.0,65.0,60.0,1
20.0,65.18999999999998,-21.189999999999984,1.0,60.0,60.0,1
10.0,65.18999999999998,-16.189999999999984,0.0,50.0,40.0,1
7.0,65.18999999999998,-14.189999999999984,0.0,45.0,40.0,1
15.0,65.18999999999998,-2.1899999999999835,0.0,40.0,40.0,1
11.0,65.18999999999998,28.810000000000016,0.0,30.0,20.0,1
7.0,65.18999999999998,51.81000000000002,0.0,25.0,20.0,1
14.0,65.18999999999998,82.81000000000002,0.0,20.0,20.0,1
16.0,69.19999999999999,-34.19999999999999,1.0,65.0,60.0,1
20.0,69.19999999999999,-25.19999999999999,1.0,60.0,60.0,1
3.0,69.19999999999999,-48.19999999999999,2.0,70.0,60.0,1
10.0,69.19999999999999,-20.19999999999999,0.0,50.0,40.0,1
7.0,69.19999999999999,-18.19999999999999,0.0,45.0,40.0,1
15.0,69.19999999999999,-6.199999999999989,0.0,40.0,40.0,1
11.0,69.19999999999999,24.80000000000001,0.0,30.0,20.0,1
7.0,69.19999999999999,47.80000000000001,0.0,25.0,20.0,1
14.0,69.19999999999999,78.80000000000001,0.0,20.0,20.0,1
20.0,73.21,-29.209999999999994,1.0,60.0,60.0,1
3.0,73.21,-52.209999999999994,2.0,70.0,60.0,1
12.0,73.21,-38.209999999999994,2.0,65.0,60.0,1
10.0,73.21,-24.209999999999994,0.0,50.0,40.0,1
7.0,73.21,-22.209999999999994,0.0,45.0,40.0,1
15.0,73.21,-10.209999999999994,0.0,40.0,40.0,1
11.0,73.21,20.790000000000006,0.0,30.0,20.0,1
7.0,73.21,43.790000000000006,0.0,25.0,20.0,1
14.0,73.21,74.79,0.0,20.0,20.0,1
3.0,77.22,-56.22,2.0,70.0,60.0,1
12.0,77.22,-42.22,2.0,65.0,60.0,1
16.0,77.22,-33.22,2.0,60.0,60.0,1
10.0,77.22,-28.22,0.0,50.0,40.0,1
7.0,77.22,-26.22,0.0,45.0,40.0,1
15.0,77.22,-14.219999999999999,0.0,40.0,40.0,1
11.0,77.22,16.78,0.0,30.0,20.0,1
7.0,77.22,39.78,0.0,25.0,20.0,1
14.0,77.22,70.78,0.0,20.0,20.0,1
12.0,80.23,-45.230000000000004,2.0,65.0,60.0,1
16.0,80.23,-36.230000000000004,2.0,60.0,60.0,1
10.0,80.23,-31.230000000000004,0.0,50.0,40.0,1
7.0,80.23,-29.230000000000004,0.0,45.0,40.0,1
15.0,80.23,-17.230000000000004,0.0,40.0,40.0,1
11.0,80.23,13.769999999999996,0.0,30.0,20.0,1
7.0,80.23,36.769999999999996,0.0,25.0,20.0,1
14.0,80.23,67.77,0.0,20.0,20.0,1
16.0,84.24000000000001,-40.24000000000001,2.0,60.0,60.0,1
8.0,84.24000000000001,-49.24000000000001,3.0,65.0,60.0,1
10.0,84.24000000000001,-35.24000000000001,0.0,50.0,40.0,1
7.0,84.24000000000001,-33.24000000000001,0.0,45.0,40.0,1
15.0,84.24000000000001,-21.24000000000001,0.0,40.0,40.0,1
11.0,84.24000000000001,9.759999999999991,0.0,30.0,20.0,1
7.0,84.24000000000001,32.75999999999999,0.0,25.0,20.0,1
14.0,84.24000000000001,63.75999999999999,0.0,20.0,20.0,1
8.0,88.25000000000001,-53.250000000000014,3.0,65.0,60.0,1
12.0,88.25000000000001,-44.250000000000014,3.0,60.0,60.0,1
10.0,88.25000000000001,-39.250000000000014,0.0,50.0,40.0,1
7.0,88.25000000000001,-37.250000000000014,0.0,45.0,40.0,1
15.0,88.25000000000001,-25.250000000000014,0.0,40.0,40.0,1
11.0,88.25000000000001,5.749999999999986,0.0,30.0,20.0,1
7.0,88.25000000000001,28.749999999999986,0.0,25.0,20.0,1
14.0,88.25000000000001,59.749999999999986,0.0,20.0,20.0,1
12.0,92.26000000000002,-48.26000000000002,3.0,60.0,60.0,1
4.0,92.26000000000002,-57.26000000000002,4.0,65.0,60.0,1
10.0,92.26000000000002,-43.26000000000002,0.0,50.0,40.0,1
7.0,92.26000000000002,-41.26000000000002,0.0,45.0,40.0,1
15.0,92.26000000000002,-29.26000000000002,0.0,40.0,40.0,1
11.0,92.26000000000002,1.7399999999999807,0.0,30.0,20.0,1
7.0,92.26000000000002,24.73999999999998,0.0,25.0,20.0,1
14.0,92.26000000000002,55.73999999999998,0.0,20.0,20.0,1
4.0,96.27000000000002,-61.270000000000024,4.0,65.0,60.0,1
8.0,96.27000000000002,-52.270000000000024,4.0,60.0,60.0,1
10.0,96.27000000000002,-47.270000000000024,0.0,50.0,40.0,1
7.0,96.27000000000002,-45.270000000000024,0.0,45.0,40.0,1
15.0,96.27000000000002,-33.270000000000024,0.0,40.0,40.0,1
11.0,96.27000000000002,-2.2700000000000244,0.0,30.0,20.0,1
7.0,96.27000000000002,20.729999999999976,0.0,25.0,20.0,1
14.0,96.27000000000002,51.729999999999976,0.0,20.0,20.0,1
8.0,100.28000000000003,-56.28000000000003,4.0,60.0,60.0,1
10.0,100.28000000000003,-51.28000000000003,0.0,50.0,40.0,1
7.0,100.28000000000003,-49.28000000000003,0.0,45.0,40.0,1
15.0,100.28000000000003,-37.28000000000003,0.0,40.0,40.0,1
11.0,100.28000000000003,-6.28000000000003,0.0,30.0,20.0,1
7.0,100.28000000000003,16.71999999999997,0.0,25.0,20.0,1
14.0,100.28000000000003,47.71999999999997,0.0,20.0,20.0,1
4.0,104.29000000000003,-60.290000000000035,5.0,60.0,60.0,1
10.0,104.29000000000003,-55.290000000000035,0.0,50.0,40.0,1
7.0,104.29000000000003,-53.290000000000035,0.0,45.0,40.0,1
15.0,104.29000000000003,-41.290000000000035,0.0,40.0,40.0,1
11.0,104.29000000000003,-10.290000000000035,0.0,30.0,20.0,1
7.0,104.29000000000003,12.709999999999965,0.0,25.0,20.0,1
14.0,104.29000000000003,43.709999999999965,0.0,20.0,20.0,1
10.0,108.30000000000004,-59.30000000000004,0.0,50.0,40.0,1
7.0,108.30000000000004,-57.30000000000004,0.0,45.0,40.0,1
15.0,108.30000000000004,-45.30000000000004,0.0,40.0,40.0,1
11.0,108.30000000000004,-14.30000000000004,0.0,30.0,20.0,1
7.0,108.30000000000004,8.69999999999996,0.0,25.0,20.0,1
14.0,108.30000000000004,39.69999999999996,0.0,20.0,20.0,1
7.0,112.31000000000004,-61.310000000000045,0.0,45.0,40.0,1
15.0,112.31000000000004,-49.310000000000045,0.0,40.0,40.0,1
6.0,112.31000000000004,-63.310000000000045,1.0,50.0,40.0,1
11.0,112.31000000000004,-18.310000000000045,0.0,30.0,20.0,1
7.0,112.31000000000004,4.689999999999955,0.0,25.0,20.0,1
14.0,112.31000000000004,35.689999999999955,0.0,20.0,20.0,1
15.0,116.32000000000005,-53.32000000000005,0.0,40.0,40.0,1
6.0,116.32000000000005,-67.32000000000005,1.0,50.0,40.0,1
3.0,116.32000000000005,-65.32000000000005,1.0,45.0,40.0,1
11.0,116.32000000000005,-22.32000000000005,0.0,30.0,20.0,1
7.0,116.32000000000005,0.67999999999995,0.0,25.0,20.0,1
14.0,116.32000000000005,31.67999999999995,0.0,20.0,20.0,1
6.0,120.33000000000006,-71.33000000000006,1.0,50.0,40.0,1
3.0,120.33000000000006,-69.33000000000006,1.0,45.0,40.0,1
11.0,120.33000000000006,-57.330000000000055,1.0,40.0,40.0,1
11.0,120.33000000000006,-26.330000000000055,0.0,30.0,20.0,1
7.0,120.33000000000006,-3.330000000000055,0.0,25.0,20.0,1
14.0,120.33000000000006,27.669999999999945,0.0,20.0,20.0,1
3.0,124.34000000000006,-73.34000000000006,1.0,45.0,40.0,1
11.0,124.34000000000006,-61.34000000000006,1.0,40.0,40.0,1
2.0,124.34000000000006,-75.34000000000006,2.0,50.0,40.0,1
11.0,124.34000000000006,-30.34000000000006,0.0,30.0,20.0,1
7.0,124.34000000000006,-7.34000000000006,0.0,25.0,20.0,1
14.0,124.34000000000006,23.65999999999994,0.0,20.0,20.0,1
11.0,127.35000000000007,-64.35000000000007,1.0,40.0,40.0,1
2.0,127.35000000000007,-78.35000000000007,2.0,50.0,40.0,1
11.0,127.35000000000007,-33.350000000000065,0.0,30.0,20.0,1
7.0,127.35000000000007,-10.350000000000065,0.0,25.0,20.0,1
14.0,127.35000000000007,20.649999999999935,0.0,20.0,20.0,1
2.0,131.36000000000007,-82.36000000000007,2.0,50.0,40.0,1
7.0,131.36000000000007,-68.36000000000007,2.0,40.0,40.0,1
11.0,131.36000000000007,-37.36000000000007,0.0,30.0,20.0,1
7.0,131.36000000000007,-14.36000000000007,0.0,25.0,20.0,1
14.0,131.36000000000007,16.63999999999993,0.0,20.0,20.0,1
7.0,133.37000000000006,-70.37000000000006,2.0,40.0,40.0,1
11.0,133.37000000000006,-39.37000000000006,0.0,30.0,20.0,1
7.0,133.37000000000006,-16.37000000000006,0.0,25.0,20.0,1
14.0,133.37000000000006,14.629999999999939,0.0,20.0,20.0,1
3.0,137.38000000000005,-74.38000000000005,3.0,40.0,40.0,1
11.0,137.38000000000005,-43.38000000000005,0.0,30.0,20.0,1
7.0,137.38000000000005,-20.380000000000052,0.0,25.0,20.0,1
14.0,137.38000000000005,10.619999999999948,0.0,20.0,20.0,1
11.0,140.39000000000004,-46.39000000000004,0.0,30.0,20.0,1
7.0,140.39000000000004,-23.390000000000043,0.0,25.0,20.0,1
14.0,140.39000000000004,7.609999999999957,0.0,20.0,20.0,1
7.0,144.40000000000003,-27.400000000000034,0.0,25.0,20.0,1
14.0,144.40000000000003,3.599999999999966,0.0,20.0,20.0,1
7.0,144.40000000000003,-50.400000000000034,1.0,30.0,20.0,1
14.0,148.41000000000003,-0.410000000000025,0.0,20.0,20.0,1
7.0,148.41000000000003,-54.410000000000025,1.0,30.0,20.0,1
3.0,148.41000000000003,-31.410000000000025,1.0,25.0,20.0,1
7.0,152.42000000000002,-58.420000000000016,1.0,30.0,20.0,1
3.0,152.42000000000002,-35.420000000000016,1.0,25.0,20.0,1
10.0,152.42000000000002,-4.420000000000016,1.0,20.0,20.0,1
3.0,156.43,-39.43000000000001,1.0,25.0,20.0,1
10.0,156.43,-8.430000000000007,1.0,20.0,20.0,1
3.0,156.43,-62.43000000000001,2.0,30.0,20.0,1
10.0,159.44,-11.439999999999998,1.0,20.0,20.0,1
3.0,159.44,-65.44,2.0,30.0,20.0,1
3.0,163.45,-69.44999999999999,2.0,30.0,20.0,1
6.0,163.45,-15.449999999999989,2.0,20.0,20.0,1
6.0,166.45999999999998,-18.45999999999998,2.0,20.0,20.0,1
2.0,170.46999999999997,-22.46999999999997,3.0,20.0,20.0,1
10.0,0.0,9.0,0.0,95.0,100.0,1
4.0,0.0,8.0,0.0,98.0,100.0,1
6.0,0.0,15.0,0.0,90.0,100.0,1
13.0,0.0,25.0,0.0,85.0,80.0,1
8.0,0.0,16.0,0.0,80.0,80.0,1
10.0,0.0,20.0,0.0,75.0,80.0,1
8.0,0.0,29.0,0.0,70.0,60.0,1
20.0,0.0,34.0,0.0,65.0,60.0,1
22.0,0.0,50.0,0.0,60.0,60.0,1
6.0,0.0,54.0,0.0,50.0,40.0,1
7.0,0.0,56.0,0.0,45.0,40.0,1
9.0,0.0,68.0,0.0,40.0,40.0,1
18.0,0.0,87.0,0.0,30.0,20.0,1
8.0,0.0,141.0,0.0,25.0,20.0,1
13.0,0.0,109.0,0.0,20.0,20.0,1
4.0,4.01,3.99,0.0,98.0,100.0,1
6.0,4.01,10.99,0.0,90.0,100.0,1
6.0,4.01,4.99,1.0,95.0,100.0,1
13.0,4.01,20.990000000000002,0.0,85.0,80.0,1
8.0,4.01,11.99,0.0,80.0,80.0,1
10.0,4.01,15.99,0.0,75.0,80.0,1
8.0,4.01,24.990000000000002,0.0,70.0,60.0,1
20.0,4.01,29.990000000000002,0.0,65.0,60.0,1
22.0,4.01,45.99,0.0,60.0,60.0,1
6.0,4.01,49.99,0.0,50.0,40.0,1
7.0,4.01,51.99,0.0,45.0,40.0,1
9.0,4.01,63.99,0.0,40.0,40.0,1
18.0,4.01,82.99,0.0,30.0,20.0,1
8.0,4.01,136.99,0.0,25.0,20.0,1
13.0,4.01,104.99,0.0,20.0,20.0,1
6.0,8.02,6.98,0.0,90.0,100.0,1
6.0,8.02,0.9800000000000004,1.0,95.0,100.0,1
13.0,8.02,16.98,0.0,85.0,80.0,1
8.0,8.02,7.98,0.0,80.0,80.0,1
10.0,8.02,11.98,0.0,75.0,80.0,1
8.0,8.02,20.98,0.0,70.0,60.0,1
20.0,8.02,25.98,0.0,65.0,60.0,1
22.0,8.02,41.980000000000004,0.0,60.0,60.0,1
6.0,8.02,45.980000000000004,0.0,50.0,40.0,1
7.0,8.02,47.980000000000004,0.0,45.0,40.0,1
